course_id,title,credit,ects,theoritical_credit,practical_credit,course_year
"ADP 101","Touch Typing Techniques I",2,6,1,2,1
"ADP 102","Touch Typing Techniques II",2,6,1,2,1
"ADP 103","Fundamental Concepts Of Law",3,5,3,0,1
"ADP 104","Office Management And Ergonomics",3,5,3,0,1
"ADP 105","Civil Law",3,5,3,0,1
"ADP 106","Law Of Obligations",3,4,3,0,1
"ADP 107","Constitutional Law",3,5,3,0,1
"ADP 108","Administrative Law",3,4,3,0,1
"ADP 110","Law Of Civil Procedure",3,4,3,0,1
"ADP 200",Internship,0,8,0,0,2
"ADP 201","Touch Typing Techniques III",2,5,1,2,2
"ADP 202","Touch Typing Techniques IV",2,5,1,2,2
"ADP 203","Commercial Law",3,5,3,0,2
"ADP 204","Law Of Criminal Procedure",3,4,3,0,2
"ADP 205","Criminal Law",3,5,3,0,2
"ADP 206","Tax Law",3,3,3,0,2
"ADP 207","Administrative Jurisdiction",2,4,2,0,2
"ADP 208","Law Of Commercial Papers",2,3,2,0,2
"ADP 209",Forensics,2,4,2,0,2
"ADP 210","Prison Administration And Criminal Enforcement Law",2,4,2,0,2
"ADP 211","Written Notice Law And Legal Correspondence",2,4,2,0,2
"ADP 212","Labor And Social Security Law",2,4,2,0,2
"ADP 214",Accounting,3,4,3,0,2
"ADP 215","Banking Law",2,4,2,0,2
"ARAB 101","Arabic I",3,5,3,0,1
"ARAB 102","Arabic II",3,5,3,0,1
"ARAB 201","Arabic III",3,5,3,0,2
"ARAB 202","Arabic IV",3,5,3,0,2
"ARCH 101","Design Studio I",6,10,4,4,1
"ARCH 102","Design Studio II",6,10,4,4,1
"ARCH 103","Communications I",3,5,2,2,1
"ARCH 104","Communications II",3,5,2,2,1
"ARCH 106","Introduction to Architecture I",3,5,3,0,1
"ARCH 201","Design Studio III",6,10,4,4,2
"ARCH 202","Design Studio IV",6,10,4,4,2
"ARCH 203","Communications III",2,3,1,2,2
"ARCH 204","Communications IV",2,3,1,2,2
"ARCH 205","Material and Technology I",3,4,2,2,2
"ARCH 206","Material and Technology II",3,4,2,2,2
"ARCH 207","History and Theory I",3,3,3,0,2
"ARCH 208","History and Theory II",3,3,3,0,2
"ARCH 209","Structure I",2,2,2,0,2
"ARCH 210","Structure II",2,2,2,0,2
"ARCH 221","Vocabulary of Modern Architecture",2,3,2,0,2
"ARCH 301","Design Studio V",6,10,4,4,3
"ARCH 302","Design Studio VI",6,10,4,4,3
"ARCH 303","Conservation and Design",2,3,1,2,3
"ARCH 304","City and Design",2,3,2,0,3
"ARCH 305","Material and Technology III",3,4,2,2,3
"ARCH 306","Material and Technology IV",3,4,2,2,3
"ARCH 307","History and Theory III",3,3,3,0,3
"ARCH 308","History and Theory IV",3,3,3,0,3
"ARCH 309","Summer Internship I",1,2,0,2,3
"ARCH 401","Design Studio VII",6,10,4,4,4
"ARCH 402","Diploma Project",6,12,4,4,4
"ARCH 403","Detail and Design",2,2,2,0,4
"ARCH 404","Profession and Practice",3,3,3,0,4
"ARCH 405","Introduction to Architecture II",2,2,2,0,4
"ARCH 407","Summer Internship II",1,1,0,2,4
"ARM 101",Armenian,3,5,3,0,1
"BIL 101","Information Technologies",2,2,2,0,1
"BIO 101","Life Sciences II - Biology",3,5,3,0,1
"BÖL 101","Departmental Elective",3,5,0,0,1
"BÖL 102","Bölüm Seçmeli",3,5,0,0,1
"BPP 101","Object-Based Programming I",3,6,2,2,1
"BPP 102","Object-Based Programming II",3,6,2,2,1
"BPP 103","Introduction To Algorithm And Programming",3,6,2,2,1
"BPP 104","Fundamentals Of Database Systems",3,6,2,2,1
"BPP 105","Fundamentals Of Network Systems",3,4,3,0,1
"BPP 106","Fundamentals Of Web Design",3,6,3,0,1
"BPP 107","Computer Hardware",3,4,3,0,1
"BPP 108","Professional Mathematics",3,5,3,0,1
"BPP 109",Mathematics,2,3,2,0,1
"BPP 200","Yaz Stajı",0,8,0,0,2
"BPP 201","Visual Programing I",3,6,2,2,2
"BPP 202","Visual Programing II",3,6,2,2,2
"BPP 203","Internet Programming I",3,6,2,2,2
"BPP 204","Internet Programming II",3,6,2,2,2
"BPP 205","Graphics And Animation",2,4,1,2,2
"BPP 206","Temel Elektronik",2,6,2,0,2
"BPP 207","System Analysis And Design",2,4,1,2,2
"BPP 208","Web Project Management",3,4,3,0,2
"BPP 209","Database Applications",3,4,2,2,2
"BPP 210","Mobile Programming",2,4,2,0,2
"BPP 211","Content Management Systems",3,4,2,2,2
"CE 200","Summer Practice",0,5,3,0,2
"CE 300","Summer Practice",0,5,3,0,3
"CE 331","Structural Analysis",3,5,2,2,3
"CE 332","Reinforced Concrete Structures",3,5,2,2,3
"CE 341","Earth Science",3,5,2,2,3
"CE 351","Fluid Mechanics",3,5,2,2,3
"CE 352",Hydraulics,3,5,2,2,3
"CE 431","Steel Structures",3,5,2,2,4
"CE 441","Soil Mechanics",3,5,2,2,4
"CE 442","Foundation Enginnering",3,5,3,0,4
"CE 461","Introduction to Environmental Engineering",3,5,2,2,4
"CE 471","Transportation Systems",3,5,3,0,4
"CE 491","Construction Management",3,5,3,0,4
"CGP 101","Special Education I",3,5,3,0,1
"CGP 102","Special Education II",3,5,3,0,1
"CGP 103","Child Development I",3,5,3,0,1
"CGP 104","Child Development II",3,5,3,0,1
"CGP 105","Introduction To Pre-School Education",2,3,2,0,1
"CGP 106","Curriculum Development In Early Childhood Education",3,4,3,0,1
"CGP 107","Play And Play Materials",3,5,3,0,1
"CGP 108","Science And Mathematics For Pre-School Children",3,3,3,0,1
"CGP 109","Communicating With Children",2,3,2,0,1
"CGP 110","Pre-School Education Institution Placement I",4,6,0,8,1
"CGP 200",Staj,0,8,0,0,2
"CGP 201","Pre-School Education Institution Placement II",4,5,0,8,2
"CGP 202","Private Education Institution Placement",4,5,0,8,2
"CGP 203","Child Psychology And Mental Health",3,3,3,0,2
"CGP 204","Child Abuse, Negligence And Children In Need Of Protection",2,3,2,0,2
"CGP 205","Children And Music",3,3,3,0,2
"CGP 206","Learning And Teaching Techniques",3,4,3,0,2
"CGP 207","Children’s Literature And Media",3,3,3,0,2
"CGP 208","Children’s Healthand Diseases",3,4,3,0,2
"CGP 209","Mother And Child Nutrition",2,4,2,0,2
"CGP 210","Family Education",2,4,2,0,2
"CGP 211","Art And Creativity In Childhood",2,4,2,0,2
"CGP 212","Sensory Education",2,4,2,0,2
"CGP 213","Techniques For Evaluating Children",3,4,3,0,2
"CGP 214","Early Literacy",2,4,2,0,2
"CGP 215","Children And Drama",3,4,3,0,2
"CGP 216","Early Childhood Education Approach",2,0,0,0,2
"CHI 101","Chinese I",3,5,3,0,1
"CHI 102","Chinese II",3,5,0,0,1
"CS 200","Summer Practice",0,5,0,0,2
"CS 201","Data Structures and Algorithms",3,5,3,0,2
"CS 202","Advanced Algorithms",3,5,3,0,2
"CS 240","Exploratory Data Analysis",3,4,3,0,2
"CS 300","Summer Practice",0,5,0,0,3
"CS 340","Computer Systems",3,5,3,0,3
"CS 350","Database Systems",3,5,3,0,3
"CS 351","Computer Architecture",3,5,3,0,3
"CS 352","Operating Systems",3,5,3,0,3
"CS 361",Software,3,5,3,0,3
"CS 362","Machine Intelligence",3,5,3,0,3
"CS 364","Computer Networks",3,5,3,0,3
"CS 381","Object Oriented Programming",3,5,3,0,3
"CTV 201","Basic Photography",3,5,2,2,2
"CTV 202","Advanced Photography",3,5,2,2,2
"CTV 203","Art of Storytelling",3,5,3,0,2
"CTV 204",Screenwriting,3,5,3,0,2
"CTV 205","Key Concepts in Moving Image Studies",3,5,3,0,2
"CTV 206","History of Cinema",3,5,3,0,2
"CTV 207","Introduction to Media and Communication Studies",3,5,3,0,2
"CTV 208","Sociology of Media",3,5,3,0,2
"CTV 209","Media Arts Management",3,5,3,0,2
"CTV 210","Video Production",3,5,3,0,2
"CTV 211","Introduction to Cinematography and Lighting",3,5,2,2,2
"CTV 212",Editing,3,5,2,1,2
"CTV 214","Film Sound",3,5,2,1,2
"CTV 253","Business Communication",3,5,3,0,2
"CTV 301","Introduction to Cinematography",3,5,3,0,3
"CTV 303","Film Theory and Aesthetics",3,5,3,0,3
"CTV 305","Television Studies",3,5,2,2,3
"CTV 306","Ethnography in/of Media",3,5,2,2,3
"CTV 307","Television Production",3,10,2,2,3
"CTV 308","TV and Film Production",3,5,3,0,3
"CTV 309","Film Culture",3,5,3,0,3
"CTV 310","Film Production",3,10,2,2,3
"CTV 312","Unforgotten Cinema",3,5,3,0,3
"CTV 313","Auteur Cinema",3,5,3,0,3
"CTV 314","Music and Sound Design in Film",3,5,3,0,3
"CTV 315","Cinema in Turkey",3,5,3,0,3
"CTV 320","Popular Culture and Media",3,5,3,0,3
"CTV 321","History of Art and Culture",3,5,3,0,3
"CTV 322","Brand Management",3,5,3,0,3
"CTV 324","Media Ethics",3,5,3,0,3
"CTV 331",Cyberculture,3,5,3,0,3
"CTV 332","Urban Imagery and Visual Narrative",3,5,3,0,3
"CTV 335","Critical Approaches to Modern Image",3,5,3,0,3
"CTV 341","Anthropology of Media",3,5,3,0,3
"CTV 342","Gender, Race, Class in Media",3,5,3,0,3
"CTV 344","Intercultural Communication",3,5,3,0,3
"CTV 347","Advanced Screenwriting",3,5,1,2,3
"CTV 349","Imagined Networks: Media and Migration",3,5,2,2,3
"CTV 351","New Approaches in Marketing Communication",3,5,3,0,3
"CTV 353","Services Marketing",3,5,3,0,3
"CTV 355","Digital Marketing",3,5,3,0,3
"CTV 358","International Journalism",3,5,3,0,3
"CTV 401","Graduation Project",4,10,3,2,4
"CTV 402","Senior Graduation Project",4,15,3,2,4
"CTV 403","Documentary Making",3,10,2,2,4
"CTV 404","World Cinema",3,5,3,0,4
"CTV 406","New Ways of Seeing",3,5,3,0,4
"CTV 411","Silent Cinema",3,5,3,0,4
"CTV 413","Cinema and Politics",3,5,3,0,4
"CTV 414","Cinema and Feminism",3,5,3,0,4
"CTV 415","Filmmaking / Cinematography",3,5,3,0,4
"CTV 417","Film Genres",3,5,3,0,4
"CTV 419","History of Turkish Media",3,5,3,0,4
"CTV 421","Cultural Studies",3,5,3,0,4
"CTV 422","Media as Text",3,5,3,0,4
"CTV 430","Art of Animation",3,5,2,2,4
"CTV 431","Mediated Arts Research",3,5,3,0,4
"CTV 432","Visual Communication and Design",3,5,2,2,4
"CTV 433","Experimantel Film and Video",3,5,3,0,4
"CTV 436","The Way to the Narrative",3,5,3,0,4
"CTV 453","News Reporting and Writing",3,5,2,2,4
"CTV 454","Multimedia Journalism",3,5,2,2,4
"CTV 457","Digital Media and Culture",3,5,3,0,4
"CTV 481","Special Topics in Cinema and Television I",3,5,3,0,4
"CTV 482","Special Topics in Cinema and Television II",3,5,3,0,4
"ECON 201",Macroeconomics,3,5,3,0,2
"ECON 202",Microeconomics,3,5,3,0,2
"ECON 204","Advanced Microeconomics",3,5,3,0,2
"ECON 205","Intermediate Microeconomics",3,5,3,0,2
"ECON 206","Intermediate Macroeconomics",3,5,3,0,2
"ECON 208","Advanced Macroeconomics",3,5,3,0,2
"ECON 300","Internship I",0,5,0,0,3
"ECON 302","Economic Policy",3,5,3,0,3
"ECON 303","Evolution of Economies and Economics",3,5,3,0,3
"ECON 305","Economic History of Turkey",3,5,3,0,3
"ECON 306","Economic History of Europe",3,5,3,0,3
"ECON 307","Behavioral Economics",3,5,3,0,3
"ECON 308","World Economy",3,5,3,0,3
"ECON 309","Managerial Economics",3,5,3,0,3
"ECON 331",Econometrics,3,5,3,0,3
"ECON 400","Internship II",0,5,0,0,4
"ECON 401","Global Economic Thought",3,7,3,0,4
"ECON 402","Economic History of the Ottoman Empire",3,6,3,0,4
"ECON 403","Turkish Economy",3,7,3,0,4
"ECON 405","Institutional Economics ",3,5,3,0,4
"ECON 406","Financial Economics",3,5,3,0,4
"ECON 407","Economic Methodology and Philosophy of Economics ",3,5,3,0,4
"ECON 408","Growth and Development",3,5,3,0,4
"ECON 409","Applied Economic Analysis",3,5,3,0,4
"ECON 410","Real Estate Economics and Finance",3,5,3,0,4
"ECON 411","Topics in İslamic Economics and Finance",3,5,3,0,4
"ECON 412","Topics in Islamic Economics",3,5,3,0,4
"ECON 413","Analytical Political Economy",3,5,3,0,4
"ECON 414","Labor Economics",3,5,3,0,4
"ECON 415","Making Better Decisions",3,5,3,0,4
"ECON 450","Economics Through Fiction",3,5,3,0,4
"EDU 111","Eğitim Bilimine Giriş",2,2,2,0,1
"EDU 112","Öğretim İlke ve Yöntemleri",2,2,2,0,1
"EDU 211","Eğitimde Ölçme ve Değerlendirme",2,2,2,0,2
"EDU 212","Sınıf Yönetimi",2,2,2,0,2
"EDU 311","Özel Öğretim Yöntemleri",2,2,2,0,3
"EDU 312","Öğretim Teknolojileri ve Materyal Tasarımı",3,2,2,0,3
"EDU 411","Eğitim Psikolojisi",2,2,2,0,4
"EDU 412","Öğretmenlik Uygulaması",5,2,2,6,4
"EDU 413",,2,2,2,0,4
"EDU 414",,2,2,2,0,4
"EE 200","Summer Practice",0,5,0,0,2
"EE 201","Circuit Analysis",4,5,3,2,2
"EE 232","Probability and Stochastic Processes",3,5,3,0,2
"EE 300","Summer Practice",0,5,0,0,3
"EE 302","Microelectronic Circuit Design",4,5,3,1,3
"EE 311","Introduction to Electronic Devices",3,5,3,0,3
"EE 312","Introduction to Communication Systems",3,5,3,0,3
"EE 321",Electromagnetics,3,5,3,0,3
"EE 322","Electromagnetics II",3,5,3,0,3
"EE 324","Control Systems",3,5,3,0,3
"EE 331","Digital Electronics",3,5,3,0,3
"EE 332",Microprocessors,4,5,3,2,3
"EE 407","Advanced Analog Integ.Circuit Design",3,5,3,0,4
"EECS 201","System Design Fundamentals",4,6,3,2,2
"EECS 202","Basic Digital Communication with Networking",4,6,3,2,2
"EECS 214","Unix Operating System",2,4,1,2,2
"EECS 216","Signals and Systems",3,5,3,0,2
"EECS 218","Digital Logic Design",3,5,3,0,2
"EECS 221","Embedded Systems Programming in C",3,5,3,0,2
"EECS 241","Discrete Mathematics",3,4,3,0,2
"EECS 244","Differential Equations and Linear Algebra",3,5,3,0,2
"EECS 401","Engineering Practice and Professionalism",2,2,2,0,4
"EECS 402",Entrepreneurship,3,5,2,0,4
"EECS 403","Digital Circuit Design",3,5,3,0,4
"EECS 404","Communication Circuits",3,5,3,0,4
"EECS 405","RF Circuit Design",3,5,3,0,4
"EECS 407","Advanced Integrated Analog Circuit Design",3,5,3,0,4
"EECS 408","Analog-Digital Interface Integrated Circuits",3,5,3,0,4
"EECS 413","Wireless Communications",3,5,3,0,4
"EECS 415","Digital Signal Processing",3,5,3,0,4
"EECS 416","Image and Video Processing",3,5,3,0,4
"EECS 417","Digital Communication",3,5,0,0,4
"EECS 418","Information Theory",3,5,3,0,4
"EECS 420","Software Based Startups",3,5,3,0,4
"EECS 421","Antennas and Propagations",3,5,3,0,4
"EECS 422","Wave Propagation and Antennas",3,5,3,0,4
"EECS 423",Optics,3,5,3,0,4
"EECS 424","Photonics and Lasers",3,5,3,0,4
"EECS 428","Data Visualization",3,5,3,0,4
"EECS 429",Multimedia,3,5,3,0,4
"EECS 432","Mobile Programming",3,5,3,0,4
"EECS 436","Embedded Sytem Design",3,5,3,0,4
"EECS 441","Nano and Micro Electro Mechanical System",3,5,3,0,4
"EECS 451","Database Systems",3,5,3,0,4
"EECS 456","Principles of Computer Systems",3,5,3,0,4
"EECS 457","Performance Engineering of Software Systems",3,5,3,0,4
"EECS 461","Machine Learning",3,5,3,0,4
"EECS 462","Automata Theory, Languages and Computation",3,5,3,0,4
"EECS 464","Computer Vision",3,5,3,0,4
"EECS 465","Introduction to Robotics",3,5,3,0,4
"EECS 466","Enterprise Software Development",3,5,0,0,4
"EECS 468",Bioinformatics,3,5,3,0,4
"EECS 471","Distributed Algorithms",3,5,3,0,4
"EECS 474",Networks,3,5,3,0,4
"EECS 476","Advanced Computer Networks",3,5,3,0,4
"EECS 481",Cryptography,3,5,3,0,4
"EECS 482","Cryptographic Engineering",3,5,3,0,4
"EECS 483","Network Security",3,5,3,0,4
"EECS 486","Computational Genomics",3,5,3,0,4
"EECS 487","Cryptography and Cyber Security",3,5,3,0,4
"EECS 489","Deep Learning for Natural Language Processing",3,5,3,0,4
"EKON 201",Macroeconomics,3,5,3,0,2
"EKON 202",Microeconomics,3,5,3,0,2
"ELIT 201",Mythologies,3,6,3,0,2
"ELIT 203","Linguistics I",3,7,3,0,2
"ELIT 204","Linguistics II",3,6,3,0,2
"ELIT 205","Introduction to Literary Genres",3,6,3,0,2
"ELIT 206",Poetry,3,7,3,0,2
"ELIT 208","Reading Classics",3,6,3,0,2
"ELIT 214","Eighteenth Century Novel",3,6,3,0,2
"ELIT 301","History of English Literature I",3,6,3,0,3
"ELIT 302","History of English Literature II",3,6,3,0,3
"ELIT 303","Literary Theory I",3,6,3,0,3
"ELIT 304","Literary Theory II",3,6,3,0,3
"ELIT 305","Victorian Period",3,6,3,0,3
"ELIT 306",Modernism,3,6,3,0,3
"ELIT 308","Renaissance Literature",3,6,3,0,3
"ELIT 401","Postcolonial Litearture",3,6,3,0,4
"ELIT 402","Literature and Film",3,6,3,0,4
"ELIT 403",Drama,3,6,3,0,4
"ELIT 404","World Literature",3,6,3,0,4
"ELIT 414","Postmodern Novel",3,6,3,0,4
"EM 200","Staj Dersi I",0,5,0,0,2
"EM 210","Ekonomiye Giriş",3,5,3,0,2
"EM 300","Staj Dersi II",0,5,3,0,3
"EM 306","Maliyet Muhasebesi",3,5,3,0,3
"EM 316","Mühendislik Ekonomisi",3,5,2,2,3
"EM 321","Yöneylem Araştırması I",3,5,2,2,3
"EM 322","Yöneylem Araştırması II",3,5,2,2,3
"EM 324",Simülasyon,3,5,2,2,3
"EM 344","Üretim Sistemleri Tasarım ve Analizi",3,5,2,2,3
"EM 371","İş Etüdü ve Ergonomi",3,5,3,0,3
"EM 425","Tesis Planlama",3,5,3,0,4
"EM 433","Kalite Mühendisliği ve Güvenirlik",3,5,3,0,4
"EM 435","Zaman Serisi Analizi ve Tahminleri",3,5,3,0,4
"EM 436",Ekonometri,3,5,0,0,4
"EM 446","Üretim Planlama ve Kontrol",3,5,2,2,4
"EM 451","Project Management",3,5,2,2,4
"EM 458","Çizelgeleme ve Sıralama Teknikleri",3,5,3,0,4
"EM 461","Bilgisayar Destekli Mühendislik",3,5,3,0,4
"EM 462","Tedarik Zinciri Yönetimi",3,5,3,0,4
"EM 463","Mühendisler için Finans",3,5,3,0,4
"EM 471","Technology And R&D Management",3,5,3,0,4
"EM 475","Stratejik Yönetim",3,5,3,0,4
"ENG 101","English I",3,5,3,0,1
"ENG 102","English II",3,5,3,0,1
"ENG 201","English III",3,5,3,0,2
"ENG 202","English IV",3,5,3,0,2
"ENGM 101","English I",3,3,3,0,1
"ENGM 102","English II",3,3,3,0,1
"ENGM 201","English III",3,3,3,0,2
"ENGM 202","English IV",3,3,3,0,2
"ENGR 100","Computer Skills",1,2,0,0,1
"ENGR 101","Introduction to Programming",3,5,2,2,1
"ENGR 102","Programming Practice",3,5,2,2,1
"ENGR 105","Introduction to Engineering",1,2,0,2,1
"ENGR 201","Technical Drawing",3,5,2,2,2
"ENGR 204","Engineering Mechanics",3,5,3,0,2
"ENGR 205","Statics and Strength of Materials",3,5,2,2,2
"ENGR 244","Engineering Materials",3,5,3,0,2
"ENGR 246","Manufacturing Processes",3,5,3,0,2
"ENGR 251","Probability for Engineers",3,5,2,2,2
"ENGR 252","Statistics for Engineers",3,5,2,2,2
"ENGR 255","Probability and Statistics for Engineers",3,5,2,2,2
"ENGR 271","Construction Materials",3,5,2,2,2
"ENGR 313","Scientific Computing",4,6,3,2,3
"ENGR 314","Database Management",3,5,2,2,3
"ENGR 422","Numerical Methods",3,5,3,0,4
"ENGR 461","Computer Aided Engineering (CAE)",3,5,3,0,4
"ENGR 497","Global Design Project I Analysis",2,10,1,2,4
"ENGR 498","Global Design Project II Synthesis",2,10,1,2,4
"FIZ 101","Physics I - Mechanics and Dynamics",4,6,3,2,1
"FIZ 101L","Physics I - Lab",1,1,0,2,1
"FIZ 102","Physics II - Electromagnetics and Modern Physics",4,6,3,2,1
"FIZ 102L","Physics II - Lab",1,1,0,2,1
"FKP 101","Video Shooting Techniques I",3,6,2,2,1
"FKP 102","Video Shooting Techniques II",3,6,2,2,1
"FKP 103","Basic Photography I",3,6,3,0,1
"FKP 104","Basic Photography II",3,6,3,0,1
"FKP 105","Lighting Techniques",3,5,3,0,1
"FKP 106","Video Editing",2,6,1,2,1
"FKP 107","Basic Communication",3,4,3,0,1
"FKP 108","Stüdyo Fotoğrafçıığına Giriş",3,5,3,0,1
"FKP 200",Staj,0,8,0,0,2
"FKP 201","Video Shooting Techniques II",3,5,2,2,2
"FKP 202","Video Shooting Techniques IV",2,5,1,2,2
"FKP 203","Studio Photography",3,5,2,2,2
"FKP 204","Video Reporting",3,6,2,2,2
"FKP 205","Image Processing Techniques",3,5,2,2,2
"FKP 206","Reading Photography",2,4,2,0,2
"FKP 207","Visual Techniques In Photography",2,4,2,0,2
"FKP 208","Press Photography",2,4,2,0,2
"FKP 209",Screenplays,3,4,3,0,2
"FKP 210","Short Film Production",2,4,1,2,2
"FKP 211","Documentary Photography",3,4,3,0,2
"FKP 212","Developing A Photography Project",2,4,2,0,2
"FRE 101","French I",3,5,0,0,1
"FRE 102","French II",3,5,0,0,1
"FRE 201","French III",3,5,0,0,2
"FRE 202","French IV",3,5,0,0,2
"GER 101","German I",3,5,0,0,1
"GER 102","German II",3,5,0,0,1
"GER 201","German III",3,5,3,0,2
"GER 202","German IV",3,5,3,0,2
"GES 101","General Elective",3,5,0,0,1
"GES 102","General Elective",3,5,0,0,1
"GIR 100","Introduction To Business",3,4,3,0,1
"GIR 200","Internship I",0,5,0,0,2
"GIR 201","Sectors In Business World I",3,5,3,0,2
"GIR 202","Sectors In Business World II",3,5,3,0,2
"GIR 203","Financial Accounting",3,5,3,0,2
"GIR 204","Managerial Accounting",3,5,3,0,2
"GIR 205","Introduction To Statistics",3,5,2,2,2
"GIR 206","Statistical Analysis",3,5,2,2,2
"GIR 208","Management And Organization",3,5,3,0,2
"GIR 232","Law Of Obligations",3,5,3,0,2
"GIR 300","Internship 2",0,5,0,0,3
"GIR 301","Human Resource Management",3,5,3,0,3
"GIR 302",Entrepreneurship,3,5,3,0,3
"GIR 303","Financial Management",3,5,3,0,3
"GIR 304","Organizational Behavior",3,5,3,0,3
"GIR 305","Marketing Management",3,5,3,0,3
"GIR 306","Innovation Management",3,5,3,0,3
"GIR 307","Business Model Development",3,5,3,0,3
"GIR 309","Operations Management",3,5,3,0,3
"GIR 331","Business Law",3,5,3,0,3
"GIR 332","Tax Law",3,5,3,0,3
"GIR 401","Strategic Management",3,7,3,0,4
"GIR 402","Business Model Design",3,7,3,0,4
"GIR 403","Social Entrepreneurship",3,5,3,0,4
"GIR 404","Capital Markets And Financial Institutions",3,5,3,0,4
"GIR 405","Digital Marketing",3,5,3,0,4
"GIR 406","Venture Financing",3,5,3,0,4
"GIR 407","Lean Entrepreneurship",3,5,3,0,4
"GIR 408","Business Ethics And Corporate Social Responsibility",3,5,3,0,4
"GIR 411","Family Business Management",3,6,3,0,4
"GIR 432","Labor Law",3,5,3,0,4
"GRE 101",Greek,3,5,3,0,1
"GRE 102","Greek II",3,5,3,0,1
"GTP 101","Bilgisayar Destekli Tasarım I",3,6,2,2,1
"GTP 102","Computer-Aided Design II",3,6,2,2,1
"GTP 103","Temel Grafik Tasarım",3,6,2,2,1
"GTP 104","Perspective And Pattern",3,6,2,2,1
"GTP 105","Lettering And Typography",2,5,1,2,1
"GTP 106","Desktop Publishing",3,5,3,0,1
"GTP 107","Basic Photography",3,4,3,0,1
"GTP 108","Advertisement And Design",2,6,2,0,1
"GTP 200",Staj,0,8,0,0,2
"GTP 201","Visual Design Standards",3,6,2,2,2
"GTP 202","Visual Design In Practice",3,6,2,2,2
"GTP 203","Illustration I",3,5,2,2,2
"GTP 204","Illustration II",3,5,2,2,2
"GTP 205","Publication Graphics I",2,4,1,2,2
"GTP 206","Publication Graphics II",2,4,1,2,2
"GTP 207","Packaging Design",2,4,1,2,2
"GTP 208","History Of Graphic Design",2,4,2,0,2
"GTP 209","Interface Design",2,4,2,0,2
"GTP 210","Printing Techniques",2,4,2,0,2
"GTP 212","Graphics And Animation II",3,4,2,2,2
"HIL 201","Introduction to Public Relations",3,7,3,0,2
"HIL 202","Integrated Marketing Communication",3,7,3,0,2
"HIL 205","Creative Thinking",3,8,3,0,2
"HIL 206",Copywriting,3,8,3,0,2
"HIL 213","Kurumsal Sosyal Sorumluluk",3,5,2,2,2
"HIL 214","Sosyal Medya Ve Halkla Ilişkiler",3,5,3,0,2
"HIL 216","Masaüstü Yayıncılık",3,5,3,0,2
"HIL 220","Advertising Analysis",3,5,3,0,2
"HIL 221","Introduction to Advertising",3,5,3,0,2
